"Taxonomy","k","p","c","o","f","g","s","RE-HU_8_SCAT","NE-FL_NA_1_SCAT","PE-PO_11_SCAT","PE-PO_11_R_SCAT","PE-PO_26_SCAT","RE-HU_8_SWAB","NE-FL_NA_1_SWAB","PE-PO_11_SWAB","PE-PO_11_R_SWAB","PE-PO_26_SWAB"
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Xenoteratosphaeria;s__jonkershoekensis","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Xenoteratosphaeria","jonkershoekensis",0,0,0,71,0,0,0,0,50,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Coniozyma;s__leucospermi","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Coniozyma","leucospermi",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma;s__populi","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","populi",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae",NA,NA,0,141,275,0,0,0,0,0,0,85
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Rhizosphaera;s__kalkhoffii","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Rhizosphaera","kalkhoffii",0,0,52,0,0,0,37,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Pringsheimia;s__smilacis","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Pringsheimia","smilacis",0,0,39,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA,0,0,58,0,0,278,85,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__iranianum","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","iranianum",0,0,0,0,0,32,0,214,52,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__leucospermi","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","leucospermi",0,15,0,0,0,0,0,736,0,43
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__lini","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","lini",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__lini-proteae-pullulans","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","lini-proteae-pullulans",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__melanogenum","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","melanogenum",35,0,2185,425,0,573,30,1541,142,533
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__namibiae","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","namibiae",0,0,63,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__proteae-pullulans","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","proteae-pullulans",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__subglaciale","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","subglaciale",0,0,0,0,0,14,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriaceae;g__Rhytidhysteron;s__NA","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Rhytidhysteron",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Hysteriales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Kirschsteiniotheliales;f__Kirschsteiniotheliaceae;g__Kirschsteiniothelia;s__NA","Fungi","Ascomycota","Dothideomycetes","Kirschsteiniotheliales","Kirschsteiniotheliaceae","Kirschsteiniothelia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Elsinoaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Myriangiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidiales;f__Mytilinidiaceae;g__Lophium;s__NA","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Mytilinidiaceae","Lophium",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidiales;f__NA;g__Halokirschsteiniothelia;s__maritima","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales",NA,"Halokirschsteiniothelia","maritima",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__Eremomycetaceae;g__Arthrographis;s__kalrae","Fungi","Ascomycota","Dothideomycetes",NA,"Eremomycetaceae","Arthrographis","kalrae",0,0,0,0,0,0,33,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__Gloniaceae;g__Cenococcum;s__NA","Fungi","Ascomycota","Dothideomycetes",NA,"Gloniaceae","Cenococcum",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__Gloniaceae;g__Cenococcum;s__geophilum","Fungi","Ascomycota","Dothideomycetes",NA,"Gloniaceae","Cenococcum","geophilum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__Micropeltidaceae;g__Stomiopeltis;s__NA","Fungi","Ascomycota","Dothideomycetes",NA,"Micropeltidaceae","Stomiopeltis",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__Coniosporium;s__uncinatum","Fungi","Ascomycota","Dothideomycetes",NA,NA,"Coniosporium","uncinatum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__Gonatophragmium;s__triuniae","Fungi","Ascomycota","Dothideomycetes",NA,NA,"Gonatophragmium","triuniae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__Leptospora;s__NA","Fungi","Ascomycota","Dothideomycetes",NA,NA,"Leptospora",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,24,0,176,0,0,248,403,2145,164,111
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__NA;g__Peltaster;s__NA","Fungi","Ascomycota","Dothideomycetes",NA,NA,"Peltaster",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__NA;f__Phaeothecoidiellaceae;g__Chaetothyrina;s__guttulata","Fungi","Ascomycota","Dothideomycetes",NA,"Phaeothecoidiellaceae","Chaetothyrina","guttulata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Biatriosporaceae;g__Biatriospora;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Biatriosporaceae","Biatriospora",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Coniothyrium;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium",NA,0,0,0,0,0,0,0,485,26,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Dendryphiella;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dendryphiella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Dictyosporium;s__heptasporum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","heptasporum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Pseudocoleophoma;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Ascochyta;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Boeremia-Didymella;s__exigua","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Boeremia-Didymella","exigua",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__glomerata","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","glomerata",0,0,0,0,21,0,0,0,108,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Leptosphaerulina;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Leptosphaerulina",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__desmazieri","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","desmazieri",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma",NA,0,0,813,153,0,0,0,221,0,102
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__herbarum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","herbarum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__leveillei","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","leveillei",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__cucurbitacearum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Stagonosporopsis","cucurbitacearum",0,0,0,0,0,17,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Didymosphaeria;s__futilis","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Didymosphaeria","futilis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Kalmusia;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Kalmusia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Kalmusia;s__italica","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Kalmusia","italica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Montagnula;s__aloes","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Montagnula","aloes",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,0,0,78,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium-Paraconiothyrium;s__fagi-hakeae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paracamarosporium-Paraconiothyrium","fagi-hakeae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium;s__hawaiiense-leucadendri-psoraleae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paracamarosporium","hawaiiense-leucadendri-psoraleae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium-Pseudocamarosporium;s__brabeji-brasiliense","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium-Pseudocamarosporium","brabeji-brasiliense",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__archidendri","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","archidendri",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__cyclothyrioides-thysanolaenae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","cyclothyrioides-thysanolaenae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__estuarinum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","estuarinum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__fuckelii-rosae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","fuckelii-rosae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__fungicola","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraconiothyrium","fungicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__angularis-pilleata","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","angularis-pilleata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__neglecta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","neglecta",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__parmeliae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","parmeliae",0,0,95,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__parmeliae-sporulosa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","parmeliae-sporulosa",0,0,33,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__recurvifoliae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","recurvifoliae",0,0,287,0,0,0,35,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__sardoa-sporulosa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","sardoa-sporulosa",0,0,0,0,0,0,0,0,34,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__sporulosa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","sporulosa",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Spegazzinia;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia",NA,0,0,512,0,23,228,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Xenocamarosporium;s__acaciae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Xenocamarosporium","acaciae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella-Lentithecium;s__cladophila-pseudoclioninum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella-Lentithecium","cladophila-pseudoclioninum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__cirsii-poagena","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","cirsii-poagena",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__quadriseptata","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","quadriseptata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Alternariaster;s__helianthi","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Alternariaster","helianthi",0,0,0,0,0,116,0,0,52,76
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Ampelomyces;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Ampelomyces",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Neophaeosphaeria;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Neophaeosphaeria",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Neophaeosphaeria;s__agaves","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Neophaeosphaeria","agaves",0,0,0,0,0,0,0,0,53,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus;s__biglobosus","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","biglobosus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus;s__lindquistii","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","lindquistii",0,0,20,44,0,204,0,133,76,504
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Sphaerellopsis;s__filum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Sphaerellopsis","filum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Sphaerellopsis;s__macroconidialis","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Sphaerellopsis","macroconidialis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Biappendiculispora;s__japonica","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Biappendiculispora","japonica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",NA,0,11,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__chamaecyparidis","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","chamaecyparidis",0,0,0,0,0,0,21,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__cynaroidis","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","cynaroidis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__NA;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae",NA,NA,0,0,0,0,0,0,39,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Neovaginatispora;s__fuckelii","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Neovaginatispora","fuckelii",0,0,0,0,37,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Pseudolophiostoma;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Pseudolophiostoma",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Sigarispora;s__caulium","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Sigarispora","caulium",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiotremataceae;g__Lophiotrema;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotrema",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiotremataceae;g__Lophiotrema;s__eburnoides","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Lophiotrema","eburnoides",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Helminthosporium;s__asterinum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","asterinum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Helminthosporium;s__velutinum","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","velutinum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Massarina",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora;s__NA","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora",NA,0,0,0,0,0,0,0,0,0,0
